variant,r,stage1_kernel,stage1_params,stage1_label,val_acc,best_svm_kernel,best_svm_params,diag,regime,repeat
MY-large_mu,3,linear,{},linear,0.6696969696969697,poly,"{'C': 2.0, 'gamma': 'scale', 'degree': 2, 'coef0': 1.0}","{'thetas': array([0.    , 0.0037, 0.0125]), 'lambdas': array([0.    , 0.0037, 0.0125]), 'gvals': array([1.3579e+08, 1.3192e+02, 3.7196e+01])}",oldstyle_same_mean_scale_gap,1
MY-large_mu,3,rbf,{'gamma': 0.0026367644557403077},rbf(gamma=0.0026367644557403077),1.0,rbf,"{'C': 0.5, 'gamma': 'scale'}","{'thetas': array([0.0001, 0.0002, 0.0004]), 'lambdas': array([0.0001, 0.0002, 0.0004]), 'gvals': array([6217.0232, 3088.9235, 1316.7075])}",oldstyle_same_mean_scale_gap,1
MY-large_mu,3,laplacian,{'gamma': 0.0026367644557403077},laplacian(gamma=0.0026367644557403077),0.8090909090909091,rbf,"{'C': 1.0, 'gamma': 0.5}","{'thetas': array([0.0001, 0.0009, 0.0013]), 'lambdas': array([0.0001, 0.0009, 0.0013]), 'gvals': array([4812.2282,  558.8095,  387.5839])}",oldstyle_same_mean_scale_gap,1
MY-large_mu,3,polynomial,"{'degree': 2, 'gamma': 0.0026367644557403077, 'coef0': 1.0}","polynomial(coef0=1.0, degree=2, gamma=0.0026367644557403077)",0.6757575757575758,poly,"{'C': 1.0, 'gamma': 'scale', 'degree': 2, 'coef0': 1.0}","{'thetas': array([0.0019, 0.0043, 0.0099]), 'lambdas': array([0.0019, 0.0043, 0.0099]), 'gvals': array([253.9306, 113.2451,  47.649 ])}",oldstyle_same_mean_scale_gap,1
MY-large_mu,3,sigmoid,"{'gamma': 0.0026367644557403077, 'coef0': 0.0}","sigmoid(coef0=0.0, gamma=0.0026367644557403077)",0.6272727272727273,rbf,"{'C': 0.5, 'gamma': 'scale'}","{'thetas': array([0.    , 0.0149, 0.0417]), 'lambdas': array([0.    , 0.0149, 0.0417]), 'gvals': array([5.0815e+08, 3.0858e+01, 9.9069e+00])}",oldstyle_same_mean_scale_gap,1
MY-large_mu,4,linear,{},linear,0.6727272727272727,poly,"{'C': 2.0, 'gamma': 'scale', 'degree': 2, 'coef0': 1.0}","{'thetas': array([0.    , 0.0007, 0.0175, 0.025 ]), 'lambdas': array([0.    , 0.0007, 0.0175, 0.025 ]), 'gvals': array([96559684.5537,      668.4991,       25.9693,       17.6785])}",oldstyle_same_mean_scale_gap,1
MY-large_mu,4,rbf,{'gamma': 0.0026367644557403077},rbf(gamma=0.0026367644557403077),1.0,rbf,"{'C': 0.5, 'gamma': 'scale'}","{'thetas': array([0.0001, 0.0002, 0.0004, 0.0005]), 'lambdas': array([0.0001, 0.0002, 0.0004, 0.0005]), 'gvals': array([6074.3044, 2093.0758, 1308.2378,  986.1622])}",oldstyle_same_mean_scale_gap,1
MY-large_mu,4,laplacian,{'gamma': 0.0026367644557403077},laplacian(gamma=0.0026367644557403077),0.8515151515151516,rbf,"{'C': 2.0, 'gamma': 'scale'}","{'thetas': array([0.    , 0.0002, 0.0006, 0.0009]), 'lambdas': array([0.    , 0.0002, 0.0006, 0.0009]), 'gvals': array([12017.2367,  3185.0361,   850.5826,   575.1311])}",oldstyle_same_mean_scale_gap,1
MY-large_mu,4,polynomial,"{'degree': 2, 'gamma': 0.0026367644557403077, 'coef0': 1.0}","polynomial(coef0=1.0, degree=2, gamma=0.0026367644557403077)",0.6484848484848484,poly,"{'C': 1.0, 'gamma': 'scale', 'degree': 2, 'coef0': 1.0}","{'thetas': array([0.0029, 0.0057, 0.008 , 0.0182]), 'lambdas': array([0.0029, 0.0057, 0.008 , 0.0182]), 'gvals': array([167.9534,  84.5395,  59.2495,  24.9397])}",oldstyle_same_mean_scale_gap,1
MY-large_mu,4,sigmoid,"{'gamma': 0.0026367644557403077, 'coef0': 0.0}","sigmoid(coef0=0.0, gamma=0.0026367644557403077)",0.5969696969696969,rbf,"{'C': 2.0, 'gamma': 0.5}","{'thetas': array([0.    , 0.    , 0.0104, 0.0242]), 'lambdas': array([0.    , 0.    , 0.0104, 0.0242]), 'gvals': array([1.7997e+09, 1.0977e+08, 4.5329e+01, 1.8277e+01])}",oldstyle_same_mean_scale_gap,1
MY-small_mu,1,linear,{},linear,0.5060606060606061,poly,"{'C': 0.5, 'gamma': 'scale', 'degree': 2, 'coef0': 1.0}","{'thetas': array([0.0011]), 'lambdas': array([0.0011]), 'D_scores': array([467.6606])}",oldstyle_same_mean_scale_gap,1
MY-small_mu,1,rbf,{'gamma': 0.0026367644557403077},rbf(gamma=0.0026367644557403077),0.6454545454545455,rbf,"{'C': 0.5, 'gamma': 0.5}","{'thetas': array([0.]), 'lambdas': array([0.]), 'D_scores': array([42634.1451])}",oldstyle_same_mean_scale_gap,1
MY-small_mu,1,laplacian,{'gamma': 0.0026367644557403077},laplacian(gamma=0.0026367644557403077),0.6181818181818182,rbf,"{'C': 0.5, 'gamma': 'scale'}","{'thetas': array([0.]), 'lambdas': array([0.]), 'D_scores': array([32629.4204])}",oldstyle_same_mean_scale_gap,1
MY-small_mu,1,polynomial,"{'degree': 2, 'gamma': 0.0026367644557403077, 'coef0': 1.0}","polynomial(coef0=1.0, degree=2, gamma=0.0026367644557403077)",0.5060606060606061,rbf,"{'C': 1.0, 'gamma': 'scale'}","{'thetas': array([0.]), 'lambdas': array([0.]), 'D_scores': array([10754.022])}",oldstyle_same_mean_scale_gap,1
MY-small_mu,1,sigmoid,"{'gamma': 0.0026367644557403077, 'coef0': 0.0}","sigmoid(coef0=0.0, gamma=0.0026367644557403077)",0.5,rbf,"{'C': 2.0, 'gamma': 'scale'}","{'thetas': array([0.]), 'lambdas': array([0.]), 'D_scores': array([4.7262e+08])}",oldstyle_same_mean_scale_gap,1
MY-small_mu,2,linear,{},linear,0.5151515151515151,rbf,"{'C': 0.5, 'gamma': 'scale'}","{'thetas': array([0.    , 0.0036]), 'lambdas': array([0.    , 0.0036]), 'D_scores': array([5.0296e+08, 1.3617e+02])}",oldstyle_same_mean_scale_gap,1
