pair,class0,class1,m,r,me_large_acc,me_large_std,me_small_acc,me_small_std,original_large_acc,original_large_std,original_small_acc,original_small_std,kfda_acc,kfda_std,supcon_acc,supcon_std,original_best_acc,original_best_family,me_best_acc,me_best_family,me_minus_original,me_minus_kfda,me_minus_supcon,me_original_abs_gap,minimum_baseline_margin,me_retains_original_and_wins
airplane vs ship,airplane,ship,16,10,0.9075000000000001,0.01520690632574555,0.9075000000000001,0.015612494995996005,0.9,0.01984313483298446,0.6266666666666666,0.0361708906903512,0.8691666666666666,0.023760962382305417,0.9241666666666667,0.0028867513459481155,0.9,large_mu,0.9075000000000001,large_mu,0.007500000000000062,0.03833333333333344,-0.016666666666666607,0.007500000000000062,-0.016666666666666607,False
airplane vs ship,airplane,ship,16,16,0.9066666666666666,0.01664582029619852,0.9083333333333333,0.016645820296198467,0.8983333333333334,0.017559422921421222,0.6625,0.04670385423067352,0.8691666666666666,0.023760962382305417,0.9241666666666667,0.007216878364870297,0.8983333333333334,large_mu,0.9083333333333333,small_mu,0.009999999999999898,0.03916666666666668,-0.015833333333333366,0.009999999999999898,-0.015833333333333366,False
automobile vs truck,automobile,truck,4,1,0.9125,0.013919410907075052,0.9075000000000001,0.01750000000000003,0.9033333333333333,0.008779711460710623,0.6041666666666666,0.01755942292142126,0.8916666666666666,0.01010362971081847,0.8958333333333334,0.003818813079129873,0.9033333333333333,large_mu,0.9125,large_mu,0.009166666666666656,0.02083333333333337,0.016666666666666607,0.009166666666666656,0.016666666666666607,True
automobile vs truck,automobile,truck,4,2,0.91,0.018027756377319962,0.91,0.015000000000000013,0.9025,0.01145643923738965,0.6108333333333333,0.02020725942163686,0.8916666666666666,0.01010362971081847,0.8958333333333334,0.0014433756729740177,0.9025,large_mu,0.91,large_mu,0.007500000000000062,0.018333333333333424,0.01416666666666666,0.007500000000000062,0.01416666666666666,True
automobile vs truck,automobile,truck,4,4,0.9125,0.010000000000000009,0.9133333333333334,0.01233220715579061,0.9041666666666667,0.009464847243000504,0.6058333333333333,0.03818813079129867,0.8916666666666666,0.01010362971081847,0.895,0.0,0.9041666666666667,large_mu,0.9133333333333334,small_mu,0.009166666666666767,0.021666666666666834,0.018333333333333424,0.009166666666666767,0.018333333333333424,True
automobile vs truck,automobile,truck,4,6,0.9091666666666667,0.020207259421636942,0.9133333333333334,0.015275252316519494,0.9049999999999999,0.008660254037844393,0.6258333333333334,0.036429154990657325,0.8916666666666666,0.01010362971081847,0.895,0.0,0.9049999999999999,large_mu,0.9133333333333334,small_mu,0.008333333333333526,0.021666666666666834,0.018333333333333424,0.008333333333333526,0.018333333333333424,True
automobile vs truck,automobile,truck,4,8,0.9041666666666667,0.019418633662885123,0.9133333333333334,0.015275252316519494,0.9049999999999999,0.008660254037844393,0.6483333333333333,0.0376109469879892,0.8916666666666666,0.01010362971081847,0.8958333333333334,0.003818813079129855,0.9049999999999999,large_mu,0.9133333333333334,small_mu,0.008333333333333526,0.021666666666666834,0.01750000000000007,0.008333333333333526,0.01750000000000007,True
automobile vs truck,automobile,truck,4,10,0.9033333333333333,0.021554195260629266,0.9125,0.01887458608817683,0.9066666666666666,0.0118145390656316,0.6666666666666666,0.026731691553909073,0.8916666666666666,0.01010362971081847,0.8941666666666667,0.008779711460710597,0.9066666666666666,large_mu,0.9125,small_mu,0.005833333333333357,0.02083333333333337,0.018333333333333313,0.005833333333333357,0.018333333333333313,True
automobile vs truck,automobile,truck,4,16,0.9108333333333333,0.017736497211493975,0.9091666666666667,0.016266017746619323,0.9041666666666667,0.005204164998665346,0.6883333333333334,0.015069284433354304,0.8916666666666666,0.01010362971081847,0.8983333333333333,0.008779711460710594,0.9041666666666667,large_mu,0.9108333333333333,large_mu,0.006666666666666599,0.019166666666666665,0.012499999999999956,0.006666666666666599,0.012499999999999956,True
automobile vs truck,automobile,truck,4,24,0.9083333333333333,0.02020725942163694,0.9133333333333334,0.01626601774661932,0.9075000000000001,0.004330127018922181,0.6841666666666666,0.036429154990657325,0.8916666666666666,0.01010362971081847,0.895,0.00866025403784441,0.9075000000000001,large_mu,0.9133333333333334,small_mu,0.005833333333333357,0.021666666666666834,0.018333333333333424,0.005833333333333357,0.018333333333333424,True
